h,d,a,k,setPk_max,naysayerFors,naysayerForsHash,WotsHashNaysayer,wotsNaysayer,xmssNaysayer,setSign
19,2,7,31,66999,743506,1492788,1397103,1228999,685208,66708
19,2,7,32,66999,745433,1505248,1399277,1227596,687219,66708
19,2,8,28,66999,751245,1462603,1402434,1223537,687215,66708
19,2,10,22,66999,766533,1398753,1395113,1220472,686126,66708
19,2,11,20,66999,774566,1378087,1395304,1228824,686146,66696
19,2,13,17,66999,791244,1346888,1395120,1230080,686424,66684
19,2,14,16,66999,800078,1337029,1396241,1230261,687219,66708
19,2,16,14,66999,815882,1316269,1396049,1230273,687187,66708
19,2,17,13,66999,823293,1304871,1396686,1222057,686424,66708
19,2,20,11,66999,847113,1283817,1391513,1231165,686134,66708
19,2,22,10,66999,863509,1273340,1393709,1222484,686094,66708
19,2,28,8,66999,912786,1253541,1397748,1230348,687243,66708
19,2,31,7,not found,not found,not found,not found,not found,not found,not found
19,2,32,7,66999,945017,1243199,1397839,1230055,687231,66708
19,2,37,6,not found,not found,not found,not found,not found,not found,not found
19,2,44,5,not found,not found,not found,not found,not found,not found,not found
19,2,55,4,not found,not found,not found,not found,not found,not found,not found
19,2,56,4,not found,not found,not found,not found,not found,not found,not found
19,3,4,57,66999,724331,1833651,1421563,1239098,691427,66708
19,3,4,58,66999,725412,1846627,1421193,1239284,692524,66708
19,3,5,45,66999,732105,1692080,1427877,1238664,690541,66708
19,3,5,46,66987,733515,1705101,1429106,1239765,691987,66708
19,3,6,38,66999,741328,1611092,1428747,1235192,691399,66696
19,3,7,33,66999,750420,1553090,1428519,1239682,692181,66708
19,3,8,29,66999,753409,1475614,1406304,1237141,689327,66708
19,3,9,25,66999,759783,1431664,1404739,1231471,687448,66708
19,3,10,23,66999,769261,1412200,1406766,1228897,688838,66708
19,3,11,21,66999,777540,1391526,1406271,1228782,688972,66708
19,3,12,19,66999,784656,1369455,1405801,1227960,688226,66708
19,3,15,15,66999,808291,1326938,1404875,1227106,687392,66708
19,3,19,12,66999,841239,1296250,1406824,1224655,688294,66708
19,3,21,11,66999,858455,1286767,1406037,1236870,689104,66708
19,3,23,10,66999,874266,1276020,1406457,1232925,688822,66708
19,3,25,9,66999,888953,1264254,1403088,1226215,687420,66708
19,3,29,8,not found,not found,not found,not found,not found,not found,not found
19,3,33,7,not found,not found,not found,not found,not found,not found,not found
19,3,38,6,not found,not found,not found,not found,not found,not found,not found
19,3,45,5,not found,not found,not found,not found,not found,not found,not found
19,3,46,5,not found,not found,not found,not found,not found,not found,not found
19,3,57,4,not found,not found,not found,not found,not found,not found,not found
19,3,58,4,not found,not found,not found,not found,not found,not found,not found
19,4,4,57,66999,724331,1833591,1422406,1237909,691367,66708
19,4,4,58,66999,725412,1846627,1423699,1235932,692520,66708
19,4,5,45,66999,732105,1692164,1428487,1226278,690561,66708
19,4,5,46,66999,733515,1705161,1430045,1232045,691983,66708
19,4,6,38,66999,741292,1610624,1428153,1238876,691395,66708
19,4,7,33,66999,750492,1553906,1429104,1227019,692217,66708
19,4,8,29,66999,756565,1507436,1430518,1236883,692440,66708
19,4,9,25,66999,762939,1459211,1426393,1233054,690565,66708
19,4,10,23,66999,772418,1437658,1428502,1235359,691959,66708
19,4,11,21,66999,780698,1414840,1428959,1239678,692177,66708
19,4,12,19,66999,787766,1390378,1427640,1234225,691383,66708
19,4,15,15,66999,808291,1326938,1404562,1222529,687432,66708
19,4,19,12,66999,841239,1296250,1405869,1223688,688278,66708
19,4,21,11,66999,858383,1286479,1405020,1227823,689036,66708
19,4,23,10,66999,874302,1276152,1406108,1223911,688826,66696
19,4,25,9,66999,888953,1264254,1404722,1222549,687396,66708
19,4,29,8,not found,not found,not found,not found,not found,not found,not found
19,4,33,7,not found,not found,not found,not found,not found,not found,not found
19,4,38,6,not found,not found,not found,not found,not found,not found,not found
19,4,45,5,not found,not found,not found,not found,not found,not found,not found
19,4,46,5,not found,not found,not found,not found,not found,not found,not found
19,4,57,4,not found,not found,not found,not found,not found,not found,not found
19,4,58,4,not found,not found,not found,not found,not found,not found,not found
19,5,4,57,66987,724284,1833868,1428716,1230828,691376,66696
19,5,4,58,66999,725329,1845872,1428698,1239573,692445,66696
19,5,5,45,66999,732058,1692129,1427806,1225653,690546,66708
19,5,5,46,66999,733468,1705114,1428864,1239979,691956,66696
19,5,6,38,66987,741281,1611045,1428283,1230491,691368,66708
19,5,7,33,66999,750445,1553895,1429361,1231361,692226,66708
19,5,8,29,66999,756518,1507281,1428898,1230958,692413,66708
19,5,9,25,66987,762856,1458912,1426230,1237289,690502,66708
19,5,10,23,66987,772371,1437575,1426881,1233494,691936,66708
19,5,11,21,66999,780651,1414781,1429217,1239968,692126,66708
19,5,12,19,66999,787755,1390535,1427673,1225492,691328,66708
19,5,15,15,66999,811379,1343597,1426703,1237654,690478,66708
19,5,19,12,66999,844390,1309987,1427650,1234447,691336,66708
19,5,21,11,66999,861535,1299215,1428073,1230065,692198,66708
19,5,23,10,66987,877432,1287662,1428429,1234778,691904,66696
19,5,25,9,66999,892071,1274730,1426646,1233015,690498,66696
19,5,29,8,not found,not found,not found,not found,not found,not found,not found
19,5,33,7,not found,not found,not found,not found,not found,not found,not found
19,5,38,6,not found,not found,not found,not found,not found,not found,not found
19,5,45,5,not found,not found,not found,not found,not found,not found,not found
19,5,46,5,not found,not found,not found,not found,not found,not found,not found
19,5,57,4,not found,not found,not found,not found,not found,not found,not found
19,5,58,4,not found,not found,not found,not found,not found,not found,not found
19,6,4,57,66999,724284,1833868,1428716,1230828,691376,66708
19,6,4,58,66999,725365,1846580,1428674,1239609,692481,66696
19,6,5,45,66999,732058,1692129,1427806,1225653,690546,66696
19,6,5,46,66999,733468,1705114,1428864,1239979,691956,66708
19,6,6,38,66999,741245,1610577,1428019,1230455,691332,66708
19,6,7,33,66999,750445,1553895,1429361,1231361,692226,66708
19,6,8,29,66999,756518,1507281,1428898,1230958,692413,66708
19,6,9,25,66999,762892,1459224,1426494,1237325,690538,66708
19,6,10,23,66999,772371,1437575,1426881,1233494,691936,66708
19,6,11,21,66999,780651,1414781,1429217,1239968,692126,66696
19,6,12,19,66999,787719,1390295,1427409,1225456,691292,66708
19,6,15,15,66999,811415,1343789,1426967,1237690,690514,66708
19,6,19,12,66987,844390,1309987,1427650,1234447,691336,66708
19,6,21,11,66999,861499,1299071,1427809,1230029,692162,66708
19,6,23,10,66999,877432,1287662,1428429,1234778,691904,66708
19,6,25,9,66999,892071,1274730,1426646,1233015,690498,66708
19,6,29,8,not found,not found,not found,not found,not found,not found,not found
19,6,33,7,not found,not found,not found,not found,not found,not found,not found
19,6,38,6,not found,not found,not found,not found,not found,not found,not found
19,6,45,5,not found,not found,not found,not found,not found,not found,not found
19,6,46,5,not found,not found,not found,not found,not found,not found,not found
19,6,57,4,not found,not found,not found,not found,not found,not found,not found
19,6,58,4,not found,not found,not found,not found,not found,not found,not found
19,7,4,55,66999,722109,1807550,1425072,1223339,689162,66708
19,7,4,56,66987,723190,1820401,1427166,1233455,690339,66708
19,7,5,44,66999,730765,1678890,1427004,1237647,689198,66696
19,7,6,37,66999,739706,1597926,1427063,1224914,689790,66708
19,7,7,31,66999,746614,1526810,1424834,1226858,688304,66708
19,7,7,32,66999,748541,1540257,1427423,1233752,690303,66708
19,7,8,28,66999,754379,1493636,1428009,1225716,690303,66708
19,7,10,22,66999,769668,1423237,1425929,1236692,689210,66708
19,7,11,20,66987,777666,1400189,1426262,1224025,689254,66708
19,7,13,17,66999,794345,1365846,1426340,1232921,689492,66708
19,7,14,16,66999,803215,1355078,1426424,1228504,690275,66708
19,7,16,14,66999,818948,1331817,1427413,1230021,690291,66708
19,7,17,13,66999,826396,1319573,1425105,1231946,689460,66708
19,7,20,11,66999,850134,1296170,1425906,1232587,689158,66708
19,7,22,10,66999,866615,1284827,1425713,1232286,689150,66708
19,7,28,8,66999,915920,1262999,1426152,1224139,690271,66708
19,7,31,7,not found,not found,not found,not found,not found,not found,not found
19,7,32,7,66999,948093,1251409,1426424,1237143,690283,66708
19,7,37,6,not found,not found,not found,not found,not found,not found,not found
19,7,44,5,not found,not found,not found,not found,not found,not found,not found
19,7,55,4,not found,not found,not found,not found,not found,not found,not found
19,7,56,4,not found,not found,not found,not found,not found,not found,not found
19,8,4,55,66999,725298,1868688,1448669,1226523,692340,66708
19,8,4,56,66999,726343,1882153,1450499,1236604,693481,66708
19,8,5,44,66999,730765,1678890,1427004,1237647,689198,66708
19,8,6,37,66999,739706,1597926,1427063,1224914,689790,66708
19,8,7,31,66999,746614,1526810,1424834,1226858,688304,66708
19,8,7,32,66999,748541,1540257,1427423,1233752,690303,66708
19,8,8,28,66999,754379,1493636,1428009,1225716,690303,66708
19,8,10,22,66999,769668,1423237,1425929,1236692,689210,66696
19,8,11,20,66999,777666,1400189,1426262,1224025,689254,66696
19,8,13,17,66999,794309,1365630,1426076,1232885,689456,66708
19,8,14,16,66999,803215,1355078,1426424,1228504,690275,66708
19,8,16,14,66999,818948,1331817,1427413,1230021,690291,66708
19,8,17,13,66999,826432,1319741,1425369,1231982,689496,66708
19,8,20,11,66999,850170,1296314,1426170,1232623,689194,66708
19,8,22,10,66999,866615,1284827,1425713,1232286,689150,66708
19,8,28,8,66999,915920,1262999,1426152,1224139,690271,66708
19,8,31,7,not found,not found,not found,not found,not found,not found,not found
19,8,32,7,66999,948093,1251409,1426424,1237143,690283,66708
19,8,37,6,not found,not found,not found,not found,not found,not found,not found
19,8,44,5,not found,not found,not found,not found,not found,not found,not found
19,8,55,4,not found,not found,not found,not found,not found,not found,not found
19,8,56,4,not found,not found,not found,not found,not found,not found,not found
19,9,4,55,66999,725298,1868688,1448669,1226523,692340,66708
19,9,4,56,66999,726343,1882153,1450499,1236604,693481,66708
19,9,5,44,66975,733895,1727301,1450337,1240796,692340,66708
19,9,6,37,66987,742861,1638516,1450396,1228062,692932,66708
19,9,7,31,66987,746614,1526810,1424834,1226858,688304,66708
19,9,7,32,66999,748541,1540257,1427423,1233752,690303,66708
19,9,8,28,66999,754379,1493636,1428009,1225716,690303,66708
19,9,10,22,66999,769668,1423237,1425929,1236692,689210,66708
19,9,11,20,66987,777666,1400189,1426262,1224025,689254,66708
19,9,13,17,66999,794309,1365630,1426076,1232885,689456,66708
19,9,14,16,66999,803215,1355078,1426424,1228504,690275,66708
19,9,16,14,66999,818912,1331637,1427149,1229985,690255,66708
19,9,17,13,66999,826432,1319741,1425369,1231982,689496,66708
19,9,20,11,66999,850170,1296314,1426170,1232623,689194,66708
19,9,22,10,66999,866579,1284695,1425449,1232250,689114,66708
19,9,28,8,66999,915920,1262999,1426152,1224139,690271,66708
19,9,31,7,not found,not found,not found,not found,not found,not found,not found
19,9,32,7,66999,948057,1251313,1426160,1237107,690247,66708
19,9,37,6,not found,not found,not found,not found,not found,not found,not found
19,9,44,5,not found,not found,not found,not found,not found,not found,not found
19,9,55,4,not found,not found,not found,not found,not found,not found,not found
19,9,56,4,not found,not found,not found,not found,not found,not found,not found
