h,d,a,k,setPk_max,naysayerFors,naysayerForsHash,WotsHashNaysayer,wotsNaysayer,xmssNaysayer,setSign
11,9,4,58,66999,726273,1907570,1449518,1231849,693318,66708
11,9,5,45,66987,732943,1738739,1447899,1234264,691427,66708
11,9,5,46,66999,734389,1753537,1449614,1231669,692849,66708
11,9,6,38,66999,739072,1608836,1425436,1223339,689159,66708
11,9,7,33,66999,748236,1551686,1427441,1225112,690009,66708
11,9,8,29,66999,754309,1505276,1425947,1236694,690188,66708
11,9,9,25,66999,760683,1457015,1425962,1223733,688305,66708
11,9,10,23,66999,770126,1435114,1425892,1223883,689699,66708
11,9,11,21,66999,778442,1412584,1425769,1228093,689925,66708
11,9,12,19,66999,785510,1388122,1425512,1231993,689119,66708
11,9,15,15,66999,809206,1341580,1424485,1226525,688325,66708
11,9,19,12,66999,842181,1307778,1425942,1232599,689167,66696
11,9,21,11,66999,859362,1297150,1425825,1236844,689993,66708
11,9,23,10,66999,875187,1285321,1426080,1223887,689707,66708
11,9,25,9,66999,889826,1272461,1426323,1228367,688301,66696
11,9,29,8,not found,not found,not found,not found,not found,not found,not found
11,9,33,7,not found,not found,not found,not found,not found,not found,not found
11,9,38,6,not found,not found,not found,not found,not found,not found,not found
11,9,45,5,not found,not found,not found,not found,not found,not found,not found
11,9,46,5,not found,not found,not found,not found,not found,not found,not found
11,9,57,4,not found,not found,not found,not found,not found,not found,not found
11,9,58,4,not found,not found,not found,not found,not found,not found,not found
12,2,4,59,66999,724507,1857195,1405917,1234250,691582,66708
12,2,4,60,66999,725624,1870390,1413795,1226134,692735,66708
12,2,5,47,66999,729728,1664811,1404950,1231358,688191,66708
12,2,5,48,66999,731091,1676763,1406053,1228340,689558,66708
12,2,6,39,66999,737822,1579654,1404091,1226426,687877,66708
12,2,6,40,66987,739467,1591647,1406289,1228372,689574,66708
12,2,7,34,66999,747256,1528180,1401394,1237163,689061,66708
12,2,8,30,66999,753621,1486278,1404812,1236697,689578,66708
12,2,9,26,66999,760277,1442675,1396530,1221885,687545,66708
12,2,10,24,66999,769990,1423408,1398799,1232579,689586,66708
12,2,12,20,66999,785985,1381376,1396783,1227390,689582,66708
12,2,13,18,66999,792702,1358512,1397475,1231583,687897,66708
12,2,14,17,66999,801901,1349402,1398198,1232426,689069,66708
12,2,15,16,66999,810430,1339489,1390508,1235957,689570,66708
12,2,16,15,66999,818222,1329053,1391058,1232222,689570,66708
12,2,17,14,66999,825951,1318008,1393420,1224779,689029,66708
12,2,18,13,66999,832800,1306449,1394045,1235722,687877,66708
12,2,20,12,66999,850498,1297579,1397352,1236709,689554,66708
12,2,24,10,66999,882769,1276845,1400168,1223743,689554,66708
12,2,26,9,66999,897466,1264748,1401089,1234422,687929,66708
12,2,30,8,not found,not found,not found,not found,not found,not found,not found
12,2,34,7,not found,not found,not found,not found,not found,not found,not found
12,2,39,6,not found,not found,not found,not found,not found,not found,not found
12,2,40,6,not found,not found,not found,not found,not found,not found,not found
12,2,47,5,not found,not found,not found,not found,not found,not found,not found
12,2,48,5,not found,not found,not found,not found,not found,not found,not found
12,2,59,4,not found,not found,not found,not found,not found,not found,not found
12,2,60,4,not found,not found,not found,not found,not found,not found,not found
12,3,4,59,66999,724460,1856932,1421036,1225623,691551,66708
12,3,4,60,66999,725541,1869875,1422592,1227703,692660,66708
12,3,5,47,66999,732834,1716346,1428050,1230122,691313,66708
12,3,5,48,66999,734197,1729256,1428896,1231148,692676,66708
12,3,6,39,66999,740929,1622407,1427971,1235044,690975,66708
12,3,6,40,66999,742574,1635636,1429438,1231782,692656,66708
12,3,7,34,66999,747209,1528133,1406648,1224443,689014,66708
12,3,8,30,66999,753574,1486231,1407077,1237930,689539,66708
12,3,9,26,66999,760230,1442556,1405179,1235976,687898,66708
12,3,10,24,66999,769943,1423337,1406443,1224282,689491,66708
12,3,12,20,66999,785938,1381329,1406435,1232967,689519,66708
12,3,13,18,66999,792691,1358789,1405706,1223853,687838,66696
12,3,14,17,66987,801890,1349475,1406080,1233056,688998,66708
12,3,15,16,66999,810383,1339466,1406768,1233304,689543,66708
12,3,16,15,66987,818175,1329006,1406997,1229276,689539,66708
12,3,17,14,66999,825904,1318021,1406396,1228763,689026,66708
12,3,18,13,66999,832789,1306522,1401036,1226363,687862,66696
12,3,20,12,66987,850451,1297532,1405815,1234207,689515,66708
12,3,24,10,66999,882722,1276798,1404605,1231061,689523,66708
12,3,26,9,66999,897419,1264701,1405464,1223291,687834,66708
12,3,30,8,not found,not found,not found,not found,not found,not found,not found
12,3,34,7,not found,not found,not found,not found,not found,not found,not found
12,3,39,6,not found,not found,not found,not found,not found,not found,not found
12,3,40,6,not found,not found,not found,not found,not found,not found,not found
12,3,47,5,not found,not found,not found,not found,not found,not found,not found
12,3,48,5,not found,not found,not found,not found,not found,not found,not found
12,3,59,4,not found,not found,not found,not found,not found,not found,not found
12,3,60,4,not found,not found,not found,not found,not found,not found,not found
12,4,4,57,66999,722357,1831905,1421901,1236260,689377,66708
12,4,4,58,66999,723402,1843609,1421525,1228421,690554,66708
12,4,5,45,66987,730131,1690202,1425722,1232067,688619,66708
12,4,5,46,66999,731541,1703187,1427477,1225128,690029,66708
12,4,6,38,66999,739354,1609118,1426163,1232556,689417,66708
12,4,7,33,66999,748482,1551716,1428060,1225735,690299,66708
12,4,8,29,66987,754591,1505342,1427513,1229657,690498,66708
12,4,9,25,66987,760965,1457297,1424808,1222751,688587,66696
12,4,10,23,66999,770408,1435396,1426988,1229092,689937,66708
12,4,11,21,66999,778688,1412602,1426002,1236777,690223,66708
12,4,12,19,66999,782718,1367577,1401985,1228493,686296,66708
12,4,15,15,66999,806245,1324652,1401352,1219295,685398,66708
12,4,19,12,66987,839265,1294276,1403936,1222007,686244,66708
12,4,21,11,66999,856481,1284793,1403553,1234286,687142,66708
12,4,23,10,66987,872328,1274178,1403260,1225639,686836,66708
12,4,25,9,66999,886979,1262280,1402150,1228602,685406,66708
12,4,29,8,not found,not found,not found,not found,not found,not found,not found
12,4,33,7,not found,not found,not found,not found,not found,not found,not found
12,4,38,6,not found,not found,not found,not found,not found,not found,not found
12,4,45,5,not found,not found,not found,not found,not found,not found,not found
12,4,46,5,not found,not found,not found,not found,not found,not found,not found
12,4,57,4,not found,not found,not found,not found,not found,not found,not found
12,4,58,4,not found,not found,not found,not found,not found,not found,not found
12,5,4,57,66999,722357,1831833,1425818,1223633,689421,66708
12,5,4,58,66999,723402,1843945,1427802,1225625,690506,66708
12,5,5,45,66999,730131,1690202,1425206,1236349,688591,66696
12,5,5,46,66999,731541,1703187,1427786,1229790,690033,66708
12,5,6,38,66999,739354,1609046,1426063,1236874,689429,66696
12,5,7,33,66999,748518,1551968,1426319,1228455,690295,66696
12,5,8,29,66999,754591,1505546,1426980,1237967,690482,66708
12,5,9,25,66999,760965,1457297,1425221,1223060,688535,66708
12,5,10,23,66999,770372,1435108,1425958,1237133,689925,66708
12,5,11,21,66999,778652,1412338,1427700,1229976,690135,66708
12,5,12,19,66999,785864,1388764,1425786,1232239,689393,66708
12,5,15,15,66999,809488,1341862,1423865,1234780,688563,66708
12,5,19,12,66987,842463,1308060,1426023,1232564,689429,66708
12,5,21,11,66999,859608,1297312,1428221,1230333,690279,66708
12,5,23,10,66999,875505,1285735,1426771,1224498,689989,66708
12,5,25,9,66999,890144,1272803,1426216,1228332,688567,66708
12,5,29,8,not found,not found,not found,not found,not found,not found,not found
12,5,33,7,not found,not found,not found,not found,not found,not found,not found
12,5,38,6,not found,not found,not found,not found,not found,not found,not found
12,5,45,5,not found,not found,not found,not found,not found,not found,not found
12,5,46,5,not found,not found,not found,not found,not found,not found,not found
12,5,57,4,not found,not found,not found,not found,not found,not found,not found
12,5,58,4,not found,not found,not found,not found,not found,not found,not found
12,6,4,57,66999,722357,1831833,1425746,1223633,689421,66696
12,6,4,58,66999,723438,1844653,1427850,1225661,690542,66708
12,6,5,45,66999,730131,1690202,1425206,1236349,688591,66708
12,6,5,46,66999,731541,1703187,1427786,1229790,690033,66708
12,6,6,38,66999,739318,1608578,1425799,1236838,689393,66708
12,6,7,33,66999,748518,1551968,1426319,1228455,690295,66708
12,6,8,29,66999,754591,1505546,1426980,1237967,690482,66708
12,6,9,25,66999,760965,1457297,1425221,1223060,688535,66708
12,6,10,23,66999,770408,1435396,1426222,1237169,689961,66696
12,6,11,21,66999,778652,1412338,1427700,1229976,690135,66708
12,6,12,19,66999,785864,1388764,1425786,1232239,689393,66708
12,6,15,15,66999,809488,1341862,1423865,1234780,688563,66708
12,6,19,12,66999,842463,1308060,1426023,1232564,689429,66708
12,6,21,11,66999,859608,1297312,1428221,1230333,690279,66708
12,6,23,10,66999,875505,1285735,1426771,1224498,689989,66708
12,6,25,9,66999,890144,1272803,1426216,1228332,688567,66708
12,6,29,8,not found,not found,not found,not found,not found,not found,not found
12,6,33,7,not found,not found,not found,not found,not found,not found,not found
12,6,38,6,not found,not found,not found,not found,not found,not found,not found
12,6,45,5,not found,not found,not found,not found,not found,not found,not found
12,6,46,5,not found,not found,not found,not found,not found,not found,not found
12,6,57,4,not found,not found,not found,not found,not found,not found,not found
12,6,58,4,not found,not found,not found,not found,not found,not found,not found
12,7,4,57,66999,722357,1831965,1425348,1222979,689437,66708
12,7,4,58,66999,723402,1844149,1427802,1229958,690518,66708
12,7,5,45,66999,730131,1690154,1425401,1236076,688567,66708
12,7,5,46,66999,731505,1702563,1426937,1233734,689977,66708
12,7,6,38,66999,739354,1609118,1425429,1231950,689441,66708
12,7,7,33,66999,748482,1551716,1427869,1225984,690279,66708
12,7,8,29,66999,754591,1505570,1428528,1226255,690506,66708
12,7,9,25,66999,760965,1457273,1425365,1236084,688611,66708
12,7,10,23,66987,770444,1435648,1426956,1233457,689993,66708
12,7,11,21,66999,778724,1412866,1427254,1238021,690219,66708
12,7,12,19,66999,785864,1388764,1426155,1223946,689413,66684
12,7,15,15,66999,809380,1341286,1424540,1222699,688511,66708
12,7,19,12,66999,842463,1308060,1427499,1229515,689449,66708
12,7,21,11,66999,859644,1297432,1427695,1225394,690275,66708
12,7,23,10,66999,875433,1285471,1424763,1236130,689893,66708
12,7,25,9,66999,890144,1272755,1425654,1232027,688547,66708
12,7,29,8,not found,not found,not found,not found,not found,not found,not found
12,7,33,7,not found,not found,not found,not found,not found,not found,not found
12,7,38,6,not found,not found,not found,not found,not found,not found,not found
12,7,45,5,not found,not found,not found,not found,not found,not found,not found
12,7,46,5,not found,not found,not found,not found,not found,not found,not found
12,7,57,4,not found,not found,not found,not found,not found,not found,not found
12,7,58,4,not found,not found,not found,not found,not found,not found,not found
12,8,4,57,66999,725510,1894668,1448681,1226127,692579,66708
12,8,4,58,66999,726519,1907420,1450871,1233070,693624,66708
12,8,5,45,66999,730131,1690154,1425401,1236076,688567,66708
12,8,5,46,66999,731505,1702563,1426937,1233734,689977,66708
12,8,6,38,66999,739354,1609118,1425429,1231950,689441,66708
12,8,7,33,66999,748482,1551716,1427869,1225984,690279,66708
12,8,8,29,66987,754555,1505210,1428264,1226219,690470,66708
12,8,9,25,66999,760965,1457273,1425365,1236084,688611,66708
12,8,10,23,66999,770444,1435648,1426956,1233457,689993,66708
12,8,11,21,66999,778724,1412866,1427254,1238021,690219,66708
12,8,12,19,66975,785864,1388764,1426155,1223946,689413,66708
12,8,15,15,66999,809416,1341478,1424804,1222735,688547,66696
12,8,19,12,66999,842463,1308060,1427499,1229515,689449,66708
12,8,21,11,66999,859644,1297432,1427695,1225394,690275,66708
12,8,23,10,66999,875433,1285471,1424763,1236130,689893,66708
12,8,25,9,66999,890144,1272755,1425654,1232027,688547,66708
12,8,29,8,not found,not found,not found,not found,not found,not found,not found
12,8,33,7,not found,not found,not found,not found,not found,not found,not found
12,8,38,6,not found,not found,not found,not found,not found,not found,not found
12,8,45,5,not found,not found,not found,not found,not found,not found,not found
12,8,46,5,not found,not found,not found,not found,not found,not found,not found
12,8,57,4,not found,not found,not found,not found,not found,not found,not found
12,8,58,4,not found,not found,not found,not found,not found,not found,not found
12,9,4,57,66999,725510,1894668,1448681,1226127,692579,66708
12,9,4,58,66987,726555,1908128,1451135,1233106,693660,66708
12,9,5,45,66999,733225,1738973,1448470,1239189,691673,66708
12,9,5,46,66999,734671,1753759,1450534,1236919,693155,66708
12,9,6,38,66999,739354,1609118,1425429,1231950,689441,66708
12,9,7,33,66987,748482,1551716,1427869,1225984,690279,66708
12,9,8,29,66987,754591,1505570,1428528,1226255,690506,66696
12,9,9,25,66999,760965,1457273,1425365,1236084,688611,66708
12,9,10,23,66999,770444,1435648,1426956,1233457,689993,66696
12,9,11,21,66999,778724,1412866,1427254,1238021,690219,66708
12,9,12,19,66999,785864,1388764,1426155,1223946,689413,66708
12,9,15,15,66987,809452,1341670,1425068,1222771,688583,66708
12,9,19,12,66987,842463,1308060,1427499,1229515,689449,66708
12,9,21,11,66999,859644,1297432,1427695,1225394,690275,66708
12,9,23,10,66999,875433,1285471,1424763,1236130,689893,66708
12,9,25,9,66987,890144,1272755,1425654,1232027,688547,66708
12,9,29,8,not found,not found,not found,not found,not found,not found,not found
12,9,33,7,not found,not found,not found,not found,not found,not found,not found
12,9,38,6,not found,not found,not found,not found,not found,not found,not found
12,9,45,5,not found,not found,not found,not found,not found,not found,not found
12,9,46,5,not found,not found,not found,not found,not found,not found,not found
12,9,57,4,not found,not found,not found,not found,not found,not found,not found
12,9,58,4,not found,not found,not found,not found,not found,not found,not found
13,2,4,59,66999,724825,1857957,1405284,1229264,691912,66708
13,2,4,60,66999,725906,1870708,1415053,1236286,692969,66708
13,2,5,47,66999,730010,1665021,1405521,1236270,688449,66708
13,2,5,48,66999,731373,1677045,1407237,1237966,689840,66708
13,2,6,39,66999,738104,1579864,1403675,1230399,688195,66708
13,2,6,40,66999,739749,1592001,1407546,1238287,689844,66696
13,2,7,34,66999,747502,1528210,1401786,1225017,689319,66708
13,2,8,30,66999,753903,1486500,1406009,1229296,689824,66708
13,2,9,26,66987,760559,1442957,1396101,1234210,687827,66708
13,2,10,24,66999,770272,1423690,1398684,1236853,689856,66696
13,2,12,20,66999,786231,1381394,1397282,1232266,689864,66696
13,2,13,18,66999,793020,1359118,1398418,1223573,688191,66696
13,2,14,17,66999,802219,1349804,1399010,1233322,689327,66696
13,2,15,16,66999,810712,1339759,1390875,1232223,689864,66708
13,2,16,15,66999,818504,1329335,1392015,1224730,689828,66708
13,2,17,14,66999,826233,1318386,1394039,1225398,689323,66708
13,2,18,13,66999,833118,1306851,1395170,1228285,688207,66708
13,2,20,12,66999,850816,1298017,1397730,1237015,689812,66708
13,2,24,10,66999,883051,1277127,1402641,1226216,689836,66708
13,2,26,9,66999,897712,1264910,1402358,1226997,688199,66708
13,2,30,8,not found,not found,not found,not found,not found,not found,not found
13,2,34,7,not found,not found,not found,not found,not found,not found,not found
13,2,39,6,not found,not found,not found,not found,not found,not found,not found
13,2,40,6,not found,not found,not found,not found,not found,not found,not found
13,2,47,5,not found,not found,not found,not found,not found,not found,not found
13,2,48,5,not found,not found,not found,not found,not found,not found,not found
13,2,59,4,not found,not found,not found,not found,not found,not found,not found
13,2,60,4,not found,not found,not found,not found,not found,not found,not found
13,3,4,57,66999,722567,1830855,1422689,1229725,689663,66708
13,3,4,58,66999,723684,1844227,1422249,1230501,690804,66708
13,3,5,45,66999,730413,1690484,1426578,1232963,688881,66708
13,3,5,46,66987,731823,1703445,1426801,1229089,690315,66696
13,3,6,38,66999,739636,1609328,1426173,1232794,689679,66708
13,3,7,33,66999,745598,1515691,1403567,1225866,687324,66708
13,3,8,29,66999,751717,1473814,1404644,1235421,687583,66708
13,3,9,25,66999,758091,1429972,1401987,1228515,685708,66708
13,3,10,23,66987,767533,1410256,1402604,1233909,687126,66708
13,3,11,21,66999,775848,1389834,1404386,1226781,687308,66708
13,3,12,19,66975,782964,1367763,1403620,1230300,686526,66708
13,3,15,15,66999,806599,1325246,1402148,1228828,685716,66708
13,3,19,12,66987,839547,1294486,1402005,1226284,686502,66708
13,3,21,11,66987,856763,1285075,1404653,1232109,687392,66696
13,3,23,10,66999,872574,1274328,1403874,1225953,687158,66696
13,3,25,9,66987,887261,1262538,1403704,1221471,685668,66708
13,3,29,8,not found,not found,not found,not found,not found,not found,not found
13,3,33,7,not found,not found,not found,not found,not found,not found,not found
13,3,38,6,not found,not found,not found,not found,not found,not found,not found
13,3,45,5,not found,not found,not found,not found,not found,not found,not found
13,3,46,5,not found,not found,not found,not found,not found,not found,not found
13,3,57,4,not found,not found,not found,not found,not found,not found,not found
13,3,58,4,not found,not found,not found,not found,not found,not found,not found
13,4,4,57,66999,722639,1831995,1423398,1237541,689743,66708
13,4,4,58,66999,723720,1844863,1422626,1238229,690788,66708
13,4,5,45,66999,730341,1689356,1424224,1235343,688733,66708
13,4,5,46,66987,731823,1703445,1427338,1225097,690311,66708
13,4,6,38,66999,739600,1608860,1425868,1228184,689699,66708
13,4,7,33,66999,748764,1551830,1428692,1235261,690533,66708
13,4,8,29,66999,754873,1505588,1427566,1238285,690756,66708
13,4,9,25,66987,761211,1457207,1426883,1228935,688845,66708
13,4,10,23,66999,770726,1435966,1427354,1233739,690291,66708
13,4,11,21,66999,778934,1412620,1427861,1234294,690469,66708
13,4,12,19,66999,783000,1367883,1403122,1221049,686578,66708
13,4,15,15,66999,806599,1325246,1402392,1233197,685740,66708
13,4,19,12,66999,839583,1294678,1402677,1229365,686526,66708
13,4,21,11,66999,856763,1285075,1405424,1236157,687400,66708
13,4,23,10,66999,872610,1274460,1403794,1225957,687142,66708
13,4,25,9,66987,887189,1262298,1401493,1232274,685688,66708
13,4,29,8,not found,not found,not found,not found,not found,not found,not found
13,4,33,7,not found,not found,not found,not found,not found,not found,not found
13,4,38,6,not found,not found,not found,not found,not found,not found,not found
13,4,45,5,not found,not found,not found,not found,not found,not found,not found
13,4,46,5,not found,not found,not found,not found,not found,not found,not found
13,4,57,4,not found,not found,not found,not found,not found,not found,not found
13,4,58,4,not found,not found,not found,not found,not found,not found,not found
13,5,4,57,66999,722639,1831791,1425763,1236574,689751,66708
13,5,4,58,66999,723720,1844935,1427614,1229642,690824,66708
13,5,5,45,66999,730413,1690484,1425367,1236294,688873,66708
13,5,5,46,66999,731823,1703469,1427057,1229097,690315,66696
13,5,6,38,66999,739636,1609376,1427634,1225713,689687,66708
13,5,7,33,66999,748800,1552238,1427612,1225375,690565,66696
13,5,8,29,66999,754873,1505840,1427912,1225867,690716,66684
13,5,9,25,66999,761247,1457579,1424227,1226391,688841,66708
13,5,10,23,66999,770690,1435678,1427346,1233735,690219,66708
13,5,11,21,66999,779006,1413148,1426201,1237328,690489,66708
13,5,12,19,66999,786110,1388806,1426598,1233111,689675,66708
13,5,15,15,66987,809734,1341880,1425375,1223330,688833,66708
13,5,19,12,66999,842745,1308342,1425907,1223566,689699,66708
13,5,21,11,66999,859854,1297426,1426481,1233054,690513,66708
13,5,23,10,66999,875751,1285885,1427415,1225382,690259,66708
13,5,25,9,66999,890426,1273061,1424283,1235070,688849,66708
13,5,29,8,not found,not found,not found,not found,not found,not found,not found
13,5,33,7,not found,not found,not found,not found,not found,not found,not found
13,5,38,6,not found,not found,not found,not found,not found,not found,not found
13,5,45,5,not found,not found,not found,not found,not found,not found,not found
13,5,46,5,not found,not found,not found,not found,not found,not found,not found
13,5,57,4,not found,not found,not found,not found,not found,not found,not found
13,5,58,4,not found,not found,not found,not found,not found,not found,not found
13,6,4,57,66999,722639,1831791,1425619,1236574,689751,66708
13,6,4,58,66999,723720,1844935,1427506,1229642,690824,66708
13,6,5,45,66987,730413,1690484,1425367,1236294,688873,66708
13,6,5,46,66987,731823,1703469,1427057,1229097,690315,66708
13,6,6,38,66987,739636,1609376,1427634,1225713,689687,66708
13,6,7,33,66999,748800,1552238,1427612,1225375,690565,66708
13,6,8,29,66999,754837,1505480,1427648,1225831,690680,66708
13,6,9,25,66999,761247,1457579,1424227,1226391,688841,66708
13,6,10,23,66999,770690,1435678,1427346,1233735,690219,66708
13,6,11,21,66999,779006,1413148,1426201,1237328,690489,66708
13,6,12,19,66999,786038,1388326,1426070,1233039,689603,66708
13,6,15,15,66999,809770,1342072,1425639,1223366,688869,66708
13,6,19,12,66999,842745,1308342,1425907,1223566,689699,66696
13,6,21,11,66999,859890,1297570,1426745,1233090,690549,66708
13,6,23,10,66987,875751,1285885,1427415,1225382,690259,66696
13,6,25,9,66999,890426,1273061,1424283,1235070,688849,66708
13,6,29,8,not found,not found,not found,not found,not found,not found,not found
13,6,33,7,not found,not found,not found,not found,not found,not found,not found
13,6,38,6,not found,not found,not found,not found,not found,not found,not found
13,6,45,5,not found,not found,not found,not found,not found,not found,not found
13,6,46,5,not found,not found,not found,not found,not found,not found,not found
13,6,57,4,not found,not found,not found,not found,not found,not found,not found
13,6,58,4,not found,not found,not found,not found,not found,not found,not found
13,7,4,57,66999,722603,1831527,1426149,1237160,689719,66708
13,7,4,58,66999,723720,1844863,1427747,1225614,690776,66708
13,7,5,45,66999,730413,1690448,1425683,1227687,688873,66708
13,7,5,46,66999,731823,1703469,1427134,1229398,690295,66708
13,7,6,38,66999,739636,1609400,1425471,1232232,689723,66708
13,7,7,33,66999,748800,1552130,1427561,1225616,690561,66708
13,7,8,29,66999,754873,1505816,1426933,1229237,690740,66708
13,7,9,25,66999,761211,1457243,1425070,1236005,688857,66708
13,7,10,23,66999,770726,1435966,1426299,1224146,690275,66708
13,7,11,21,66999,779006,1413148,1427585,1225584,690477,66708
13,7,12,19,66999,786146,1389046,1426570,1224553,689695,66708
13,7,15,15,66999,809734,1342024,1425988,1232345,688889,66708
13,7,19,12,66999,842745,1308342,1426517,1237180,689707,66708
13,7,21,11,66999,859926,1297714,1427592,1234041,690581,66708
13,7,23,10,66999,875787,1286017,1426307,1232780,690247,66708
13,7,25,9,66999,890390,1272965,1424806,1227306,688805,66708
13,7,29,8,not found,not found,not found,not found,not found,not found,not found
13,7,33,7,not found,not found,not found,not found,not found,not found,not found
13,7,38,6,not found,not found,not found,not found,not found,not found,not found
13,7,45,5,not found,not found,not found,not found,not found,not found,not found
13,7,46,5,not found,not found,not found,not found,not found,not found,not found
13,7,57,4,not found,not found,not found,not found,not found,not found,not found
13,7,58,4,not found,not found,not found,not found,not found,not found,not found
13,8,4,57,66999,725720,1893534,1449218,1240273,692825,66708
13,8,4,58,66999,726873,1908842,1451080,1228762,693918,66708
13,8,5,45,66999,730413,1690448,1425683,1227687,688873,66708
13,8,5,46,66999,731823,1703469,1427134,1229398,690295,66708
13,8,6,38,66987,739636,1609400,1425471,1232232,689723,66708
13,8,7,33,66999,748800,1552130,1427561,1225616,690561,66684
13,8,8,29,66999,754873,1505816,1426933,1229237,690740,66708
13,8,9,25,66999,761211,1457243,1425070,1236005,688857,66708
13,8,10,23,66999,770726,1435966,1426299,1224146,690275,66708
13,8,11,21,66999,779006,1413148,1427585,1225584,690477,66708
13,8,12,19,66999,786146,1389046,1426570,1224553,689695,66708
13,8,15,15,66999,809734,1342024,1425988,1232345,688889,66708
13,8,19,12,66999,842745,1308342,1426517,1237180,689707,66708
13,8,21,11,66999,859926,1297714,1427592,1234041,690581,66696
13,8,23,10,66999,875751,1285885,1426043,1232744,690211,66708
13,8,25,9,66987,890390,1272965,1424806,1227306,688805,66708
13,8,29,8,not found,not found,not found,not found,not found,not found,not found
13,8,33,7,not found,not found,not found,not found,not found,not found,not found
13,8,38,6,not found,not found,not found,not found,not found,not found,not found
13,8,45,5,not found,not found,not found,not found,not found,not found,not found
13,8,46,5,not found,not found,not found,not found,not found,not found,not found
13,8,57,4,not found,not found,not found,not found,not found,not found,not found
13,8,58,4,not found,not found,not found,not found,not found,not found,not found
13,9,4,57,66999,725792,1894926,1449746,1240345,692897,66708
13,9,4,58,66999,726873,1908842,1451080,1228762,693918,66708
13,9,5,45,66999,733507,1739267,1448752,1230799,691979,66708
13,9,5,46,66999,734953,1754101,1450467,1232546,693437,66708
13,9,6,38,66999,739636,1609400,1425471,1232232,689723,66708
13,9,7,33,66999,748764,1551722,1427297,1225580,690525,66708
13,9,8,29,66999,754837,1505456,1426669,1229201,690704,66708
13,9,9,25,66999,761247,1457555,1425334,1236041,688893,66708
13,9,10,23,66999,770726,1435966,1426299,1224146,690275,66708
13,9,11,21,66999,779006,1413148,1427585,1225584,690477,66708
13,9,12,19,66999,786146,1389046,1426570,1224553,689695,66708
13,9,15,15,66999,809734,1342024,1425988,1232345,688889,66708
13,9,19,12,66999,842745,1308342,1426517,1237180,689707,66708
13,9,21,11,66999,859890,1297570,1427328,1234005,690545,66708
13,9,23,10,66999,875787,1286017,1426307,1232780,690247,66708
13,9,25,9,66999,890390,1272965,1424806,1227306,688805,66696
13,9,29,8,not found,not found,not found,not found,not found,not found,not found
13,9,33,7,not found,not found,not found,not found,not found,not found,not found
13,9,38,6,not found,not found,not found,not found,not found,not found,not found
13,9,45,5,not found,not found,not found,not found,not found,not found,not found
13,9,46,5,not found,not found,not found,not found,not found,not found,not found
13,9,57,4,not found,not found,not found,not found,not found,not found,not found
13,9,58,4,not found,not found,not found,not found,not found,not found,not found
14,2,4,59,66999,725107,1858047,1413953,1226528,692194,66708
14,2,4,60,66999,726152,1870426,1413240,1238715,693291,66708
14,2,5,47,66999,730292,1665375,1406184,1223887,688787,66708
14,2,5,48,66999,734808,1729867,1430201,1232381,693171,66708
14,2,6,39,66999,738386,1580218,1407130,1224877,688485,66708
14,2,6,40,66999,740031,1592451,1406565,1230148,690106,66708
14,2,7,34,66999,747820,1528744,1401328,1225335,689597,66696
14,2,8,30,66999,754185,1486902,1404086,1237919,690154,66708
14,2,9,26,66999,760805,1442843,1397936,1223047,687705,66708
14,2,10,24,66987,770554,1423924,1399309,1224688,690130,66708
14,2,12,20,66999,786513,1381652,1397347,1228778,690126,66708
14,2,13,18,66999,793266,1359076,1398419,1236512,688409,66708
14,2,14,17,66999,802465,1349810,1399186,1228665,689601,66708
14,2,15,16,66999,810994,1340101,1398275,1227938,690126,66696
14,2,16,15,66999,818786,1329617,1392003,1224462,690122,66708
14,2,17,14,66999,826479,1318488,1392213,1229220,689593,66708
14,2,18,13,66999,833400,1307133,1392189,1236230,688409,66708
14,2,20,12,66999,851062,1298083,1395612,1232964,690122,66708
14,2,24,10,66999,883333,1277409,1396951,1236980,690074,66708
14,2,26,9,66999,898030,1265312,1399505,1227620,688509,66708
14,2,30,8,not found,not found,not found,not found,not found,not found,not found
14,2,34,7,not found,not found,not found,not found,not found,not found,not found
14,2,39,6,not found,not found,not found,not found,not found,not found,not found
14,2,40,6,not found,not found,not found,not found,not found,not found,not found
14,2,47,5,not found,not found,not found,not found,not found,not found,not found
14,2,48,5,not found,not found,not found,not found,not found,not found,not found
14,2,59,4,not found,not found,not found,not found,not found,not found,not found
14,2,60,4,not found,not found,not found,not found,not found,not found,not found
14,3,4,57,66999,722921,1832529,1422657,1233758,689969,66708
14,3,4,58,66999,724002,1845217,1422506,1230518,691110,66708
14,3,5,45,66999,730695,1690766,1425849,1232282,689139,66708
14,3,5,46,66999,732105,1703751,1426709,1237404,690597,66708
14,3,6,38,66999,739882,1609430,1427056,1237743,689973,66708
14,3,7,33,66999,745916,1516213,1404307,1231103,687642,66708
14,3,8,29,66999,751999,1474036,1405552,1227683,687889,66708
14,3,9,25,66999,758337,1429942,1403377,1221408,685978,66708
14,3,10,23,66987,767851,1410790,1404571,1231451,687408,66708
14,3,11,21,66999,776094,1389864,1404403,1226786,687590,66708
14,3,12,19,66999,783282,1368129,1403589,1221640,686796,66708
14,3,15,15,66999,806881,1325528,1403080,1234077,686022,66708
14,3,19,12,66999,839865,1294936,1402250,1226313,686868,66708
14,3,21,11,66999,857045,1285357,1404646,1227749,687662,66708
